instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_actual,atemp_actual,hum_actual,windspeed_actual
9554,2012-02-08,Musim Semi,1,2,0,0,3,1,Cerah,0.3,0.2879,0.56,0.2239,2,21,23,12.299999999999999,14.395,56.00000000000001,15.001299999999999
9555,2012-02-08,Musim Semi,1,2,1,0,3,1,Cerah,0.28,0.2727,0.61,0.1642,1,9,10,11.48,13.635,61.0,11.0014
9556,2012-02-08,Musim Semi,1,2,2,0,3,1,Cerah,0.26,0.303,0.65,0.0,0,1,1,10.66,15.15,65.0,0.0
9557,2012-02-08,Musim Semi,1,2,3,0,3,1,Cerah,0.26,0.303,0.65,0.0,0,1,1,10.66,15.15,65.0,0.0
9558,2012-02-08,Musim Semi,1,2,4,0,3,1,Cerah,0.24,0.2576,0.7,0.0896,0,1,1,9.84,12.879999999999999,70.0,6.0032
9559,2012-02-08,Musim Semi,1,2,5,0,3,1,Cerah,0.24,0.2576,0.7,0.0896,0,20,20,9.84,12.879999999999999,70.0,6.0032
9560,2012-02-08,Musim Semi,1,2,6,0,3,1,Berkabut,0.24,0.2879,0.7,0.0,3,95,98,9.84,14.395,70.0,0.0
9561,2012-02-08,Musim Semi,1,2,7,0,3,1,Berkabut,0.24,0.2576,0.7,0.1045,5,276,281,9.84,12.879999999999999,70.0,7.0015
9562,2012-02-08,Musim Semi,1,2,8,0,3,1,Berkabut,0.24,0.2273,0.7,0.2239,13,495,508,9.84,11.365,70.0,15.001299999999999
9563,2012-02-08,Musim Semi,1,2,9,0,3,1,Berkabut,0.24,0.2576,0.7,0.1642,8,245,253,9.84,12.879999999999999,70.0,11.0014
9564,2012-02-08,Musim Semi,1,2,10,0,3,1,Berkabut,0.26,0.2576,0.7,0.2239,1,107,108,10.66,12.879999999999999,70.0,15.001299999999999
9565,2012-02-08,Musim Semi,1,2,11,0,3,1,Berkabut,0.26,0.2576,0.65,0.2239,5,97,102,10.66,12.879999999999999,65.0,15.001299999999999
9566,2012-02-08,Musim Semi,1,2,12,0,3,1,Berkabut,0.28,0.2576,0.65,0.2836,14,124,138,11.48,12.879999999999999,65.0,19.0012
9567,2012-02-08,Musim Semi,1,2,13,0,3,1,Berkabut,0.28,0.2879,0.61,0.1045,15,111,126,11.48,14.395,61.0,7.0015
9568,2012-02-08,Musim Semi,1,2,14,0,3,1,Berkabut,0.3,0.303,0.56,0.1642,8,100,108,12.299999999999999,15.15,56.00000000000001,11.0014
9569,2012-02-08,Musim Semi,1,2,15,0,3,1,Hujan/Salju Ringan,0.3,0.3182,0.61,0.1045,5,49,54,12.299999999999999,15.909999999999998,61.0,7.0015
9570,2012-02-08,Musim Semi,1,2,16,0,3,1,Hujan/Salju Ringan,0.26,0.2727,0.81,0.1045,2,73,75,10.66,13.635,81.0,7.0015
9571,2012-02-08,Musim Semi,1,2,17,0,3,1,Hujan/Salju Ringan,0.24,0.2576,0.87,0.1045,8,147,155,9.84,12.879999999999999,87.0,7.0015
9572,2012-02-08,Musim Semi,1,2,18,0,3,1,Hujan/Salju Ringan,0.24,0.2576,0.87,0.1045,4,163,167,9.84,12.879999999999999,87.0,7.0015
9573,2012-02-08,Musim Semi,1,2,19,0,3,1,Hujan/Salju Ringan,0.24,0.2576,0.87,0.1045,3,158,161,9.84,12.879999999999999,87.0,7.0015
9574,2012-02-08,Musim Semi,1,2,20,0,3,1,Hujan/Salju Ringan,0.24,0.2424,0.87,0.1343,3,122,125,9.84,12.120000000000001,87.0,8.9981
9575,2012-02-08,Musim Semi,1,2,21,0,3,1,Hujan/Salju Ringan,0.24,0.2273,0.87,0.194,3,126,129,9.84,11.365,87.0,12.998000000000001
9576,2012-02-08,Musim Semi,1,2,22,0,3,1,Berkabut,0.24,0.2424,0.87,0.1343,3,95,98,9.84,12.120000000000001,87.0,8.9981
9577,2012-02-08,Musim Semi,1,2,23,0,3,1,Berkabut,0.24,0.2424,0.87,0.1642,3,57,60,9.84,12.120000000000001,87.0,11.0014
9578,2012-02-09,Musim Semi,1,2,0,0,4,1,Berkabut,0.24,0.2424,0.87,0.1642,3,23,26,9.84,12.120000000000001,87.0,11.0014
9579,2012-02-09,Musim Semi,1,2,1,0,4,1,Berkabut,0.24,0.2424,0.87,0.1343,2,10,12,9.84,12.120000000000001,87.0,8.9981
9580,2012-02-09,Musim Semi,1,2,2,0,4,1,Cerah,0.22,0.2273,0.8,0.1343,0,2,2,9.02,11.365,80.0,8.9981
9581,2012-02-09,Musim Semi,1,2,3,0,4,1,Cerah,0.22,0.2121,0.8,0.2836,0,4,4,9.02,10.605,80.0,19.0012
9582,2012-02-09,Musim Semi,1,2,4,0,4,1,Berkabut,0.22,0.197,0.75,0.4478,0,1,1,9.02,9.85,75.0,30.002599999999997
9583,2012-02-09,Musim Semi,1,2,5,0,4,1,Cerah,0.2,0.1818,0.75,0.2836,0,18,18,8.200000000000001,9.09,75.0,19.0012
9584,2012-02-09,Musim Semi,1,2,6,0,4,1,Cerah,0.2,0.1818,0.75,0.2836,1,75,76,8.200000000000001,9.09,75.0,19.0012
9585,2012-02-09,Musim Semi,1,2,7,0,4,1,Cerah,0.2,0.197,0.69,0.2537,4,263,267,8.200000000000001,9.85,69.0,16.997899999999998
9586,2012-02-09,Musim Semi,1,2,8,0,4,1,Cerah,0.2,0.197,0.64,0.2537,11,473,484,8.200000000000001,9.85,64.0,16.997899999999998
9587,2012-02-09,Musim Semi,1,2,9,0,4,1,Cerah,0.2,0.197,0.59,0.2239,9,229,238,8.200000000000001,9.85,59.0,15.001299999999999
9588,2012-02-09,Musim Semi,1,2,10,0,4,1,Cerah,0.22,0.2121,0.51,0.2239,7,90,97,9.02,10.605,51.0,15.001299999999999
9589,2012-02-09,Musim Semi,1,2,11,0,4,1,Cerah,0.24,0.2273,0.52,0.2239,4,95,99,9.84,11.365,52.0,15.001299999999999
9590,2012-02-09,Musim Semi,1,2,12,0,4,1,Cerah,0.26,0.2273,0.48,0.3284,10,148,158,10.66,11.365,48.0,22.0028
9591,2012-02-09,Musim Semi,1,2,13,0,4,1,Cerah,0.3,0.2727,0.42,0.3284,10,144,154,12.299999999999999,13.635,42.0,22.0028
9592,2012-02-09,Musim Semi,1,2,14,0,4,1,Cerah,0.32,0.303,0.39,0.2985,18,126,144,13.120000000000001,15.15,39.0,19.999499999999998
9593,2012-02-09,Musim Semi,1,2,15,0,4,1,Cerah,0.32,0.303,0.36,0.2985,14,120,134,13.120000000000001,15.15,36.0,19.999499999999998
9594,2012-02-09,Musim Semi,1,2,16,0,4,1,Cerah,0.34,0.3333,0.36,0.0,15,223,238,13.940000000000001,16.665,36.0,0.0
9595,2012-02-09,Musim Semi,1,2,17,0,4,1,Cerah,0.34,0.3333,0.34,0.1343,12,387,399,13.940000000000001,16.665,34.0,8.9981
9596,2012-02-09,Musim Semi,1,2,18,0,4,1,Cerah,0.34,0.3333,0.31,0.1642,13,404,417,13.940000000000001,16.665,31.0,11.0014
9597,2012-02-09,Musim Semi,1,2,19,0,4,1,Cerah,0.32,0.3333,0.33,0.1045,8,287,295,13.120000000000001,16.665,33.0,7.0015
9598,2012-02-09,Musim Semi,1,2,20,0,4,1,Cerah,0.32,0.3485,0.36,0.0,2,197,199,13.120000000000001,17.424999999999997,36.0,0.0
9599,2012-02-09,Musim Semi,1,2,21,0,4,1,Cerah,0.3,0.3182,0.52,0.0896,8,169,177,12.299999999999999,15.909999999999998,52.0,6.0032
9600,2012-02-09,Musim Semi,1,2,22,0,4,1,Berkabut,0.3,0.3333,0.56,0.0,3,104,107,12.299999999999999,16.665,56.00000000000001,0.0
9601,2012-02-09,Musim Semi,1,2,23,0,4,1,Berkabut,0.3,0.3333,0.52,0.0,9,75,84,12.299999999999999,16.665,52.0,0.0
9602,2012-02-10,Musim Semi,1,2,0,0,5,1,Berkabut,0.28,0.303,0.65,0.0896,4,39,43,11.48,15.15,65.0,6.0032
9603,2012-02-10,Musim Semi,1,2,1,0,5,1,Berkabut,0.28,0.303,0.61,0.0896,2,11,13,11.48,15.15,61.0,6.0032
9604,2012-02-10,Musim Semi,1,2,2,0,5,1,Cerah,0.26,0.2879,0.52,0.0896,7,9,16,10.66,14.395,52.0,6.0032
9605,2012-02-10,Musim Semi,1,2,3,0,5,1,Cerah,0.26,0.2879,0.56,0.0896,0,5,5,10.66,14.395,56.00000000000001,6.0032
9606,2012-02-10,Musim Semi,1,2,4,0,5,1,Cerah,0.26,0.2879,0.56,0.0896,0,2,2,10.66,14.395,56.00000000000001,6.0032
9607,2012-02-10,Musim Semi,1,2,5,0,5,1,Cerah,0.24,0.2273,0.52,0.2239,0,17,17,9.84,11.365,52.0,15.001299999999999
9608,2012-02-10,Musim Semi,1,2,6,0,5,1,Cerah,0.2,0.197,0.59,0.194,3,61,64,8.200000000000001,9.85,59.0,12.998000000000001
9609,2012-02-10,Musim Semi,1,2,7,0,5,1,Cerah,0.2,0.2121,0.59,0.1642,5,225,230,8.200000000000001,10.605,59.0,11.0014
9610,2012-02-10,Musim Semi,1,2,8,0,5,1,Cerah,0.2,0.2121,0.59,0.1642,1,447,448,8.200000000000001,10.605,59.0,11.0014
9611,2012-02-10,Musim Semi,1,2,9,0,5,1,Cerah,0.22,0.2273,0.55,0.1642,10,265,275,9.02,11.365,55.00000000000001,11.0014
9612,2012-02-10,Musim Semi,1,2,10,0,5,1,Berkabut,0.26,0.2727,0.48,0.1343,5,119,124,10.66,13.635,48.0,8.9981
9613,2012-02-10,Musim Semi,1,2,11,0,5,1,Berkabut,0.28,0.2879,0.45,0.1045,19,134,153,11.48,14.395,45.0,7.0015
9614,2012-02-10,Musim Semi,1,2,12,0,5,1,Berkabut,0.3,0.303,0.42,0.1343,8,168,176,12.299999999999999,15.15,42.0,8.9981
9615,2012-02-10,Musim Semi,1,2,13,0,5,1,Berkabut,0.3,0.3182,0.42,0.0896,22,170,192,12.299999999999999,15.909999999999998,42.0,6.0032
9616,2012-02-10,Musim Semi,1,2,14,0,5,1,Berkabut,0.32,0.3333,0.39,0.0896,8,138,146,13.120000000000001,16.665,39.0,6.0032
9617,2012-02-10,Musim Semi,1,2,15,0,5,1,Berkabut,0.32,0.3333,0.45,0.1343,27,164,191,13.120000000000001,16.665,45.0,8.9981
9618,2012-02-10,Musim Semi,1,2,16,0,5,1,Berkabut,0.34,0.3182,0.42,0.2537,28,240,268,13.940000000000001,15.909999999999998,42.0,16.997899999999998
9619,2012-02-10,Musim Semi,1,2,17,0,5,1,Berkabut,0.34,0.3333,0.42,0.194,15,381,396,13.940000000000001,16.665,42.0,12.998000000000001
9620,2012-02-10,Musim Semi,1,2,18,0,5,1,Hujan/Salju Ringan,0.3,0.303,0.61,0.1343,14,345,359,12.299999999999999,15.15,61.0,8.9981
9621,2012-02-10,Musim Semi,1,2,19,0,5,1,Berkabut,0.32,0.3485,0.57,0.0,16,246,262,13.120000000000001,17.424999999999997,56.99999999999999,0.0
9622,2012-02-10,Musim Semi,1,2,20,0,5,1,Berkabut,0.32,0.3485,0.57,0.0,7,144,151,13.120000000000001,17.424999999999997,56.99999999999999,0.0
9623,2012-02-10,Musim Semi,1,2,21,0,5,1,Berkabut,0.32,0.3333,0.66,0.0896,14,108,122,13.120000000000001,16.665,66.0,6.0032
9624,2012-02-10,Musim Semi,1,2,22,0,5,1,Berkabut,0.32,0.3485,0.66,0.0,11,102,113,13.120000000000001,17.424999999999997,66.0,0.0
9625,2012-02-10,Musim Semi,1,2,23,0,5,1,Berkabut,0.3,0.3182,0.7,0.0896,1,64,65,12.299999999999999,15.909999999999998,70.0,6.0032
9626,2012-02-11,Musim Semi,1,2,0,0,6,0,Berkabut,0.3,0.303,0.7,0.1343,3,50,53,12.299999999999999,15.15,70.0,8.9981
9627,2012-02-11,Musim Semi,1,2,1,0,6,0,Hujan/Salju Ringan,0.28,0.2879,0.81,0.1343,2,43,45,11.48,14.395,81.0,8.9981
9628,2012-02-11,Musim Semi,1,2,2,0,6,0,Hujan/Salju Ringan,0.26,0.2576,0.81,0.194,2,24,26,10.66,12.879999999999999,81.0,12.998000000000001
9629,2012-02-11,Musim Semi,1,2,3,0,6,0,Hujan/Salju Ringan,0.24,0.2273,0.87,0.2239,0,9,9,9.84,11.365,87.0,15.001299999999999
9630,2012-02-11,Musim Semi,1,2,4,0,6,0,Hujan/Salju Ringan,0.24,0.2273,0.87,0.2239,0,4,4,9.84,11.365,87.0,15.001299999999999
9631,2012-02-11,Musim Semi,1,2,5,0,6,0,Hujan/Salju Ringan,0.22,0.2273,0.93,0.1642,0,2,2,9.02,11.365,93.0,11.0014
9632,2012-02-11,Musim Semi,1,2,6,0,6,0,Hujan/Salju Ringan,0.22,0.2273,0.93,0.1343,1,8,9,9.02,11.365,93.0,8.9981
9633,2012-02-11,Musim Semi,1,2,7,0,6,0,Hujan/Salju Ringan,0.22,0.2273,0.93,0.1343,0,19,19,9.02,11.365,93.0,8.9981
9634,2012-02-11,Musim Semi,1,2,8,0,6,0,Hujan/Salju Ringan,0.22,0.2273,0.93,0.1343,1,77,78,9.02,11.365,93.0,8.9981
9635,2012-02-11,Musim Semi,1,2,9,0,6,0,Hujan/Salju Ringan,0.22,0.2424,0.93,0.1045,5,85,90,9.02,12.120000000000001,93.0,7.0015
9636,2012-02-11,Musim Semi,1,2,10,0,6,0,Hujan/Salju Ringan,0.22,0.2424,0.93,0.1045,23,143,166,9.02,12.120000000000001,93.0,7.0015
9637,2012-02-11,Musim Semi,1,2,11,0,6,0,Berkabut,0.24,0.2576,0.81,0.1045,26,157,183,9.84,12.879999999999999,81.0,7.0015
9638,2012-02-11,Musim Semi,1,2,12,0,6,0,Berkabut,0.26,0.2576,0.81,0.1642,25,196,221,10.66,12.879999999999999,81.0,11.0014
9639,2012-02-11,Musim Semi,1,2,13,0,6,0,Berkabut,0.26,0.2424,0.81,0.2836,18,217,235,10.66,12.120000000000001,81.0,19.0012
9640,2012-02-11,Musim Semi,1,2,14,0,6,0,Berkabut,0.26,0.2424,0.81,0.2537,38,205,243,10.66,12.120000000000001,81.0,16.997899999999998
9641,2012-02-11,Musim Semi,1,2,15,0,6,0,Berkabut,0.3,0.2727,0.61,0.2985,12,112,124,12.299999999999999,13.635,61.0,19.999499999999998
9642,2012-02-11,Musim Semi,1,2,16,0,6,0,Hujan/Salju Ringan,0.22,0.197,0.75,0.4179,12,134,146,9.02,9.85,75.0,27.999299999999998
9643,2012-02-11,Musim Semi,1,2,17,0,6,0,Hujan/Salju Ringan,0.22,0.1818,0.69,0.4627,13,131,144,9.02,9.09,69.0,31.0009
9644,2012-02-11,Musim Semi,1,2,18,0,6,0,Berkabut,0.22,0.1818,0.47,0.6567,3,105,108,9.02,9.09,47.0,43.9989
9645,2012-02-11,Musim Semi,1,2,19,0,6,0,Berkabut,0.2,0.1515,0.4,0.5522,2,85,87,8.200000000000001,7.575,40.0,36.9974
9646,2012-02-11,Musim Semi,1,2,20,0,6,0,Berkabut,0.16,0.1212,0.43,0.5522,1,62,63,6.5600000000000005,6.0600000000000005,43.0,36.9974
9647,2012-02-11,Musim Semi,1,2,21,0,6,0,Cerah,0.14,0.0758,0.43,0.6418,5,43,48,5.74,3.7900000000000005,43.0,43.000600000000006
9648,2012-02-11,Musim Semi,1,2,22,0,6,0,Berkabut,0.14,0.1061,0.39,0.3881,0,46,46,5.74,5.305,39.0,26.0027
9649,2012-02-11,Musim Semi,1,2,23,0,6,0,Hujan/Salju Ringan,0.12,0.0758,0.5,0.4925,0,20,20,4.92,3.7900000000000005,50.0,32.9975
9650,2012-02-12,Musim Semi,1,2,0,0,0,0,Hujan/Salju Ringan,0.1,0.0758,0.68,0.3881,0,21,21,4.1000000000000005,3.7900000000000005,68.0,26.0027
9651,2012-02-12,Musim Semi,1,2,1,0,0,0,Hujan/Salju Ringan,0.08,0.0455,0.79,0.4627,0,24,24,3.2800000000000002,2.275,79.0,31.0009
9652,2012-02-12,Musim Semi,1,2,2,0,0,0,Berkabut,0.1,0.0606,0.58,0.5821,1,26,27,4.1000000000000005,3.0300000000000002,57.99999999999999,39.000699999999995
9653,2012-02-12,Musim Semi,1,2,3,0,0,0,Berkabut,0.1,0.0455,0.46,0.6866,0,14,14,4.1000000000000005,2.275,46.0,46.0022
9654,2012-02-12,Musim Semi,1,2,4,0,0,0,Berkabut,0.1,0.0455,0.46,0.7164,0,1,1,4.1000000000000005,2.275,46.0,47.9988
9655,2012-02-12,Musim Semi,1,2,5,0,0,0,Cerah,0.1,0.0758,0.49,0.3881,0,3,3,4.1000000000000005,3.7900000000000005,49.0,26.0027
9656,2012-02-12,Musim Semi,1,2,6,0,0,0,Cerah,0.1,0.0758,0.49,0.3881,0,2,2,4.1000000000000005,3.7900000000000005,49.0,26.0027
9657,2012-02-12,Musim Semi,1,2,7,0,0,0,Cerah,0.08,0.0909,0.53,0.194,0,18,18,3.2800000000000002,4.545,53.0,12.998000000000001
9658,2012-02-12,Musim Semi,1,2,8,0,0,0,Cerah,0.08,0.0758,0.53,0.2537,0,26,26,3.2800000000000002,3.7900000000000005,53.0,16.997899999999998
9659,2012-02-12,Musim Semi,1,2,9,0,0,0,Cerah,0.1,0.0909,0.49,0.2985,3,60,63,4.1000000000000005,4.545,49.0,19.999499999999998
9660,2012-02-12,Musim Semi,1,2,10,0,0,0,Cerah,0.12,0.1061,0.42,0.3582,8,83,91,4.92,5.305,42.0,23.9994
9661,2012-02-12,Musim Semi,1,2,11,0,0,0,Cerah,0.12,0.1061,0.42,0.2985,3,121,124,4.92,5.305,42.0,19.999499999999998
9662,2012-02-12,Musim Semi,1,2,12,0,0,0,Cerah,0.14,0.0758,0.39,0.6418,7,133,140,5.74,3.7900000000000005,39.0,43.000600000000006
9663,2012-02-12,Musim Semi,1,2,13,0,0,0,Cerah,0.16,0.1212,0.4,0.4478,10,128,138,6.5600000000000005,6.0600000000000005,40.0,30.002599999999997
9664,2012-02-12,Musim Semi,1,2,14,0,0,0,Cerah,0.16,0.1212,0.4,0.5224,9,102,111,6.5600000000000005,6.0600000000000005,40.0,35.0008
9665,2012-02-12,Musim Semi,1,2,15,0,0,0,Cerah,0.16,0.1212,0.4,0.5522,5,150,155,6.5600000000000005,6.0600000000000005,40.0,36.9974
9666,2012-02-12,Musim Semi,1,2,16,0,0,0,Cerah,0.2,0.1667,0.34,0.4627,16,148,164,8.200000000000001,8.334999999999999,34.0,31.0009
9667,2012-02-12,Musim Semi,1,2,17,0,0,0,Cerah,0.18,0.1515,0.37,0.4179,4,83,87,7.38,7.575,37.0,27.999299999999998
9668,2012-02-12,Musim Semi,1,2,18,0,0,0,Cerah,0.16,0.1212,0.4,0.4627,4,92,96,6.5600000000000005,6.0600000000000005,40.0,31.0009
9669,2012-02-12,Musim Semi,1,2,19,0,0,0,Cerah,0.16,0.1364,0.4,0.2836,2,78,80,6.5600000000000005,6.819999999999999,40.0,19.0012
9670,2012-02-12,Musim Semi,1,2,20,0,0,0,Cerah,0.14,0.1212,0.42,0.3284,1,56,57,5.74,6.0600000000000005,42.0,22.0028
9671,2012-02-12,Musim Semi,1,2,21,0,0,0,Cerah,0.14,0.1212,0.43,0.2985,0,36,36,5.74,6.0600000000000005,43.0,19.999499999999998
9672,2012-02-12,Musim Semi,1,2,22,0,0,0,Cerah,0.14,0.1515,0.43,0.1642,0,28,28,5.74,7.575,43.0,11.0014
9673,2012-02-12,Musim Semi,1,2,23,0,0,0,Cerah,0.14,0.1364,0.43,0.2239,0,23,23,5.74,6.819999999999999,43.0,15.001299999999999
9674,2012-02-13,Musim Semi,1,2,0,0,1,1,Cerah,0.14,0.1364,0.46,0.2239,0,9,9,5.74,6.819999999999999,46.0,15.001299999999999
9675,2012-02-13,Musim Semi,1,2,1,0,1,1,Cerah,0.12,0.1212,0.5,0.2239,0,6,6,4.92,6.0600000000000005,50.0,15.001299999999999
9676,2012-02-13,Musim Semi,1,2,2,0,1,1,Cerah,0.14,0.1364,0.46,0.194,0,4,4,5.74,6.819999999999999,46.0,12.998000000000001
9677,2012-02-13,Musim Semi,1,2,3,0,1,1,Cerah,0.12,0.1515,0.54,0.1045,0,1,1,4.92,7.575,54.0,7.0015
9678,2012-02-13,Musim Semi,1,2,4,0,1,1,Cerah,0.12,0.1667,0.54,0.0896,0,2,2,4.92,8.334999999999999,54.0,6.0032
9679,2012-02-13,Musim Semi,1,2,5,0,1,1,Cerah,0.1,0.1212,0.58,0.1343,0,17,17,4.1000000000000005,6.0600000000000005,57.99999999999999,8.9981
9680,2012-02-13,Musim Semi,1,2,6,0,1,1,Cerah,0.1,0.1061,0.54,0.2239,1,71,72,4.1000000000000005,5.305,54.0,15.001299999999999
9681,2012-02-13,Musim Semi,1,2,7,0,1,1,Cerah,0.1,0.1061,0.54,0.194,1,194,195,4.1000000000000005,5.305,54.0,12.998000000000001
9682,2012-02-13,Musim Semi,1,2,8,0,1,1,Cerah,0.1,0.1212,0.54,0.1343,4,413,417,4.1000000000000005,6.0600000000000005,54.0,8.9981
9683,2012-02-13,Musim Semi,1,2,9,0,1,1,Cerah,0.12,0.1364,0.5,0.194,7,198,205,4.92,6.819999999999999,50.0,12.998000000000001
9684,2012-02-13,Musim Semi,1,2,10,0,1,1,Cerah,0.14,0.1515,0.5,0.1343,1,70,71,5.74,7.575,50.0,8.9981
9685,2012-02-13,Musim Semi,1,2,11,0,1,1,Cerah,0.22,0.2273,0.37,0.194,5,85,90,9.02,11.365,37.0,12.998000000000001
9686,2012-02-13,Musim Semi,1,2,12,0,1,1,Cerah,0.28,0.2576,0.28,0.3284,7,111,118,11.48,12.879999999999999,28.000000000000004,22.0028
9687,2012-02-13,Musim Semi,1,2,13,0,1,1,Cerah,0.32,0.303,0.22,0.2239,11,129,140,13.120000000000001,15.15,22.0,15.001299999999999
9688,2012-02-13,Musim Semi,1,2,14,0,1,1,Cerah,0.34,0.3485,0.23,0.1045,10,125,135,13.940000000000001,17.424999999999997,23.0,7.0015
9689,2012-02-13,Musim Semi,1,2,15,0,1,1,Cerah,0.36,0.3485,0.27,0.1343,10,145,155,14.76,17.424999999999997,27.0,8.9981
9690,2012-02-13,Musim Semi,1,2,16,0,1,1,Cerah,0.36,0.3485,0.23,0.194,5,206,211,14.76,17.424999999999997,23.0,12.998000000000001
9691,2012-02-13,Musim Semi,1,2,17,0,1,1,Cerah,0.36,0.3485,0.23,0.194,8,399,407,14.76,17.424999999999997,23.0,12.998000000000001
9692,2012-02-13,Musim Semi,1,2,18,0,1,1,Cerah,0.34,0.3182,0.25,0.2537,6,399,405,13.940000000000001,15.909999999999998,25.0,16.997899999999998
9693,2012-02-13,Musim Semi,1,2,19,0,1,1,Cerah,0.34,0.3333,0.25,0.1343,7,256,263,13.940000000000001,16.665,25.0,8.9981
9694,2012-02-13,Musim Semi,1,2,20,0,1,1,Cerah,0.3,0.303,0.42,0.1642,4,210,214,12.299999999999999,15.15,42.0,11.0014
9695,2012-02-13,Musim Semi,1,2,21,0,1,1,Cerah,0.28,0.2879,0.45,0.1343,2,145,147,11.48,14.395,45.0,8.9981
9696,2012-02-13,Musim Semi,1,2,22,0,1,1,Cerah,0.26,0.2727,0.56,0.1045,3,99,102,10.66,13.635,56.00000000000001,7.0015
9697,2012-02-13,Musim Semi,1,2,23,0,1,1,Cerah,0.28,0.3182,0.41,0.0,2,34,36,11.48,15.909999999999998,41.0,0.0
9698,2012-02-14,Musim Semi,1,2,0,0,2,1,Berkabut,0.26,0.303,0.6,0.0,0,14,14,10.66,15.15,60.0,0.0
9699,2012-02-14,Musim Semi,1,2,1,0,2,1,Berkabut,0.26,0.303,0.56,0.0,0,6,6,10.66,15.15,56.00000000000001,0.0
9700,2012-02-14,Musim Semi,1,2,2,0,2,1,Berkabut,0.28,0.3182,0.41,0.0,0,3,3,11.48,15.909999999999998,41.0,0.0
9701,2012-02-14,Musim Semi,1,2,3,0,2,1,Berkabut,0.26,0.303,0.52,0.0,0,3,3,10.66,15.15,52.0,0.0
9702,2012-02-14,Musim Semi,1,2,4,0,2,1,Berkabut,0.26,0.2727,0.65,0.1045,0,2,2,10.66,13.635,65.0,7.0015
9703,2012-02-14,Musim Semi,1,2,5,0,2,1,Berkabut,0.26,0.2727,0.65,0.1045,2,20,22,10.66,13.635,65.0,7.0015
9704,2012-02-14,Musim Semi,1,2,6,0,2,1,Berkabut,0.26,0.303,0.56,0.0,1,89,90,10.66,15.15,56.00000000000001,0.0
9705,2012-02-14,Musim Semi,1,2,7,0,2,1,Berkabut,0.24,0.2576,0.6,0.0896,4,276,280,9.84,12.879999999999999,60.0,6.0032
9706,2012-02-14,Musim Semi,1,2,8,0,2,1,Berkabut,0.24,0.2879,0.7,0.0,3,510,513,9.84,14.395,70.0,0.0
9707,2012-02-14,Musim Semi,1,2,9,0,2,1,Berkabut,0.26,0.2879,0.56,0.0896,6,256,262,10.66,14.395,56.00000000000001,6.0032
9708,2012-02-14,Musim Semi,1,2,10,0,2,1,Berkabut,0.26,0.2727,0.6,0.1343,8,90,98,10.66,13.635,60.0,8.9981
9709,2012-02-14,Musim Semi,1,2,11,0,2,1,Berkabut,0.3,0.303,0.45,0.1642,5,107,112,12.299999999999999,15.15,45.0,11.0014
9710,2012-02-14,Musim Semi,1,2,12,0,2,1,Berkabut,0.3,0.2879,0.52,0.2239,10,162,172,12.299999999999999,14.395,52.0,15.001299999999999
9711,2012-02-14,Musim Semi,1,2,13,0,2,1,Berkabut,0.36,0.3333,0.4,0.2537,6,167,173,14.76,16.665,40.0,16.997899999999998
9712,2012-02-14,Musim Semi,1,2,14,0,2,1,Cerah,0.4,0.4091,0.4,0.2239,13,111,124,16.400000000000002,20.455000000000002,40.0,15.001299999999999
9713,2012-02-14,Musim Semi,1,2,15,0,2,1,Berkabut,0.42,0.4242,0.38,0.4478,7,138,145,17.22,21.21,38.0,30.002599999999997
9714,2012-02-14,Musim Semi,1,2,16,0,2,1,Cerah,0.42,0.4242,0.35,0.2985,15,251,266,17.22,21.21,35.0,19.999499999999998
9715,2012-02-14,Musim Semi,1,2,17,0,2,1,Cerah,0.42,0.4242,0.38,0.3582,19,504,523,17.22,21.21,38.0,23.9994
9716,2012-02-14,Musim Semi,1,2,18,0,2,1,Berkabut,0.38,0.3939,0.46,0.2985,8,398,406,15.58,19.695,46.0,19.999499999999998
9717,2012-02-14,Musim Semi,1,2,19,0,2,1,Berkabut,0.36,0.3485,0.5,0.1642,11,270,281,14.76,17.424999999999997,50.0,11.0014
9718,2012-02-14,Musim Semi,1,2,20,0,2,1,Berkabut,0.38,0.3939,0.46,0.1343,6,178,184,15.58,19.695,46.0,8.9981
9719,2012-02-14,Musim Semi,1,2,21,0,2,1,Berkabut,0.36,0.3636,0.5,0.1045,4,105,109,14.76,18.18,50.0,7.0015
9720,2012-02-14,Musim Semi,1,2,22,0,2,1,Berkabut,0.36,0.3636,0.5,0.1045,5,72,77,14.76,18.18,50.0,7.0015
9721,2012-02-14,Musim Semi,1,2,23,0,2,1,Berkabut,0.36,0.3636,0.5,0.0896,2,55,57,14.76,18.18,50.0,6.0032
9722,2012-02-15,Musim Semi,1,2,0,0,3,1,Cerah,0.32,0.3485,0.57,0.0,0,22,22,13.120000000000001,17.424999999999997,56.99999999999999,0.0
9723,2012-02-15,Musim Semi,1,2,1,0,3,1,Cerah,0.34,0.3636,0.53,0.0,0,5,5,13.940000000000001,18.18,53.0,0.0
9724,2012-02-15,Musim Semi,1,2,2,0,3,1,Cerah,0.3,0.3333,0.61,0.0,0,4,4,12.299999999999999,16.665,61.0,0.0
9725,2012-02-15,Musim Semi,1,2,3,0,3,1,Cerah,0.28,0.3182,0.75,0.0,0,3,3,11.48,15.909999999999998,75.0,0.0
